Filename: testdata6.txt
favours: 2
coaxed: 1
threatened: 1
turns: 2
endeavoured: 10
interfering: 1
earnestness: 2
gaiety: 2
determination: 3
meanwhile: 5
hurt: 6
deserving: 2
regret: 19
fun: 8
entreating: 1
cruelly: 2
charlotte’s: 17
spared: 9
“looking: 1
unconcerned: 2
caring: 2
york: 1
alland: 1
maintain: 1
youand: 2
warn: 4
undutiful: 1
pitied”: 1
effusion: 2
irritation: 3
tongues: 1
together”: 2
ground: 12
detained: 3
doleful: 1
projected: 1
resignation: 2
inevitable: 3
evils: 8
resigned: 6
denied: 3
showing: 4
withdrawing: 1
requesting: 2
interpose: 1
dismission: 1
error: 6
apologize”: 1
discussion: 5
peevish: 2
embarrassment: 10
dejection: 3
transferred: 1
seasonable: 1
abatement: 1
shorten: 1
lament: 3
aunt’s: 6
voluntarily: 6
selfimposed: 1
found”: 1
darcythat: 2
scenes: 2
bestowed: 8
accompanying: 2
double: 2
introducing: 4
delivered: 4
envelope: 3
contained: 7
sheet: 3
hotpressed: 1
paper: 7
covered: 2
flowing: 1
intently: 2
passages: 2
recollected: 13
contains: 1
says”: 1
sentence: 14
comprised: 2
grosvenor: 2
words“‘i: 1
returns: 3
intercourse: 6
correspondence: 5
that’”: 1
highflown: 1
insensibility: 4
distrust: 3
suddenness: 1
removal: 6
cease: 3
arrive: 2
renewed: 6
“‘when: 1
imagined: 5
comfortless: 1
hotel: 1
crowd: 1
despair: 1
sincerely: 8
christmas: 5
abound: 1
gaieties: 2
beaux: 1
deprive: 1
you’: 1
winter”: 1
should”: 3
passage: 2
hurts: 1
reserves: 3
georgiana: 12
inspires: 1
heightened: 8
confiding: 2
footing: 2
misleading: 1
engaging: 6
woman’s: 4
indulging: 1
many’: 1
expects: 1
suspects: 1
“most: 1
willingly”: 1
wants: 11
follows: 5
tries: 1
thiswe: 1
grand: 2
intermarriage: 1
achieving: 1
ingenuity: 2
succeed: 3
tells: 1
alike: 2
foundation: 24
deceiving: 1
supposing: 14
mature: 1
disobliging: 1
equivalent: 1
faintly: 1
disapprobation: 7
hesitate”: 1
compassion”: 1
months”: 3
suggestion: 1
caroline’s: 3
independent: 2
desponding: 1
overcame: 3
departure: 6
gentleman’s: 8
bewailed: 1
lamenting: 1
dining: 5
thanking: 4
keeps: 3
humour”: 1
express”: 3
repaid: 1
conception: 1
ofits: 1
appearances: 1
slyness: 2
hasten: 1
feet: 1
encouraging: 4
comparatively: 3
diffident: 1
perceived: 12
eloquence: 1
awaited: 1
happiest: 10
solicitation: 2
waived: 1
stupidity: 4
favoured: 1
courtship: 2
continuance: 3
pure: 2
speedily: 6
joyful: 2
prospects: 4
wealth: 3
calculate: 2
expedient: 2
overjoyed: 1
boys: 3
apprehension: 12
maid: 3
irksome: 2
provision: 3
welleducated: 1
pleasantest: 2
preservative: 2
luck: 4
valued: 4
shaken: 3
secrecy: 10
dutifully: 2
burst: 3
direct: 8
evade: 1
exercising: 2
selfdenial: 3
longing: 2
publish: 1
leavetaking: 1
cordiality: 4
hoping: 4
speedy: 2
offending: 3
patroness”: 1
concurrence”: 1
offence”: 1
mark: 4
elizabeth”: 4
meditated: 2
rated: 1
encouraged: 8
hers: 8
bounds: 1
decorum: 3
crying: 2
impossible”: 3
commanded: 2
momentary: 3
regained: 1
calmly: 1
procure: 1
firmness: 1
feeling”: 2
state”: 1
unsuitable: 2
strangeness: 1
offers: 5
sacrificed: 1
worldly: 2
humiliating: 2
pang: 1
sunk: 4
xxiii: 1
reflecting: 1
doubting: 2
announce: 4
houses: 4
unfolded: 4
matterto: 1
wondering: 2
incredulous: 3
boisterously: 1
courtier: 1
goodbreeding: 1
forbearing: 1
confirm: 1
prior: 2
overpowered: 3
vent: 2
disbelieving: 1
fourthly: 1
broken: 6
inferences: 1
deduced: 1
mischief: 3
barbarously: 1
dwelt: 5
appease: 1
wear: 1
elapsed: 2
rude: 3
emotions: 1
tranquil: 2
confessed: 4
improbable: 7
envying: 1
spread: 3
insensible: 4
retort: 1
sour: 1
illnatured: 5
restraint: 5
mutually: 1
subsist: 1
fonder: 2
rectitude: 1
daily: 3
counting: 1
reasonably: 4
twelvemonth’s: 1
prompted: 1
discharging: 2
rapturous: 2
unanswerable: 1
inconvenient: 4
troublesome: 1
hated: 4
lovers: 4
murmurs: 1
bringing: 12
tidings: 3
incensed: 2
falsehood: 6
fearnot: 1
indifferentbut: 1
destructive: 1
dishonourable: 2
stability: 1
lover: 5
recurring: 2
unfeeling: 3
overpowering: 1
feared: 11
concealing: 1
require: 3
illused: 2
needed: 3
punctually: 3
gracious: 6
luckily: 4
lovemaking: 1
agony: 1
successor: 1
abhorrence: 5
anticipating: 2
complained: 1
consoling: 3
mind”: 4
insensibility”: 1
one’s: 4
professed: 4
boasted: 2
joyfully: 1
ventured: 7
predict: 1
accomplishment: 3
inmate: 1
communicated: 3
slave: 2
designing: 1
inclinations: 2
sport: 4
involved: 3
unavailing: 2
died: 3
suppressed: 2
friends’: 1
wounded: 3
courage: 12
“o: 1
continual: 3
repine: 3
slightly: 4
colouring: 3
god: 3
thereforei: 1
try: 12
harm: 4
jane”: 6
disinterestedness: 1
angelic: 1
deserve”: 1
disclaimed: 1
encroaching: 1
privilege: 3
universal: 3
fewer: 1
confirms: 1
belief: 15
inconsistency: 2
dependence: 6
instances: 4
unaccountable: 1
unaccountable”: 1
ruin: 5
allowance: 2
respectability: 5
prudent: 4
benefited: 4
narrowminded: 1
marries: 1
individual: 6
principle: 4
integrity: 3
prudence: 3
security: 3
happiness”: 3
intentionally: 2
circumspect: 1
deceives: 1
does”: 2
designedly: 1
attributing: 1
design”: 1
scheming: 1
thoughtlessness: 3
impute: 1
those”: 1
displease: 1
whilst: 4
can”: 2
persist: 2
conjunction: 1
position: 1
“beyond: 1
unlikely: 4
unnaturally: 1
ashamed: 16
mistakenor: 1
understood”: 2
clearly: 4
perplexity: 2
transient: 1
liking: 2
statement: 1
repeat: 5
crossed: 5
congratulate: 7
companions: 7
outdone: 1
disappoint: 2
jilt: 1
creditably”: 1
fortune”: 3
“true”: 1
befall: 2
dispelling: 1
gloom: 3
perverse: 1
thrown: 8
recommendations: 1
unreserve: 1
canvassed: 2
extenuating: 1
mild: 1
pleaded: 1
allowances: 1
mistakes: 2
condemned: 2
worst: 7
alleviated: 1
bride: 3
gardiner: 81
warehouses: 2
wellbred: 3
subsisted: 2
distribute: 7
presents: 3
newest: 1
fashions: 2
grievances: 2
refused: 5
artful: 1
thwarted: 1
sleeves”: 1
separates: 1
forgets: 1
inconstancies: 1
frequent”: 1
way”: 6
violently: 5
‘violently: 1
love’: 1
hackneyed: 1
indefinite: 1
growing: 3
inattentive: 2
incivility: 3
essence: 1
serviceand: 1
anything”: 3
acquiescence: 2
custody: 1
gracechurch: 7
month’s: 1
ablution: 1
cleanse: 1
impurities: 1
stirs: 1
correspond: 1
calling”: 1
entirely”: 1
reanimated: 1
successfully: 1
combated: 1
stayed: 8
carefully: 3
narrowly: 2
affording: 2
unconnected: 4
dozen: 1
fresher: 1
procuring: 3
inexhaustible: 1
comparing: 2
bestowing: 1
tribute: 1
delighting: 1
reputed: 2
lad: 1
confident: 3
fitzwilliam: 31
xxvi: 1
warned: 1
involve: 2
isyou: 1
likewise”: 1
“elizabeth: 1
sawand: 1
becomes: 4
mei: 1
forfeit: 1
wiser: 2
best”: 1
refrain: 3
satisfied”: 2
parteda: 1
wonderful: 2
“wished: 1
happy”: 5
thursday: 4
weddingday: 2
farewell: 3
rose: 7
ungracious: 3
reluctant: 2
shall”: 1
hertfordshire”: 1
hunsford”: 2
foresaw: 1
march”: 1
bridegroom: 1
slacken: 1
correspondent: 2
eagerness: 8
pronounce: 3
foreseen: 2
cheerfully: 2
surrounded: 1
roads: 1
rationally: 3
accounted: 2
street”: 1
spirits”: 1
reproached: 2
inventing: 1
visitor: 11
shortness: 1
deceive: 4
triumphing: 1
obstinate: 3
meantime: 2
singling: 1
deservedly: 1
harshly: 1
duplicity: 2
banish: 3
invariable: 1
duped: 1
review: 3
contentment: 3
subsided: 1
admirer: 3
watchful: 1
acquisition: 1
rendering: 1
clearsighted: 1
struggles: 3
relinquish: 1
relating: 5
on“i: 1
elevating: 1
effectual: 1
distractedly: 1
purchased: 3
defection: 1
plain”: 1
xxvii: 1
events: 5
diversified: 1
walks: 4
february: 1
march: 1
depending: 2
learned: 3
weakened: 1
uncompanionable: 1
unwelcome: 3
peep: 1
smoothly: 1
accompany: 3
bidding: 3
adieu: 5
reminding: 1
hertheir: 1
everybodywould: 1
coincide: 1
attach: 3
fellowtravellers: 1
emptyheaded: 1
rattle: 2
absurdities: 2
wonders: 3
worn: 2
twentyfour: 1
noon: 2
drove: 11
healthful: 1
troop: 1
cousin’s: 7
shyness: 2
bustle: 1
shopping: 1
theatres: 1
struggled: 2
support: 11
reasonable: 15
occurring: 1
rallied: 2
niece: 20
desertion: 1
bearing: 2
mercenary”: 2
matrimonial: 1
mercenary: 3
avarice: 1
grandfather’s: 1
“nowhy: 1
allowable: 1
gain: 2
affections: 4
poor”: 2
indelicacy: 2
directing: 2
event”: 1
decorums: 1
we”: 2
herselfsense: 1
heaven: 9
“take: 2
savours: 1
disappointment”: 3
tour: 6
carry: 6
lakes”: 1
rapturously: 1
vigour: 1
spleen: 1
rocks: 1
mountains: 2
transport: 1
travellers: 2
accurate: 1
gonewe: 1
lakes: 5
rivers: 1
jumbled: 1
imaginations: 1
relative: 3
generality: 2
travellers”: 1
xxviii: 1
northern: 3
search: 3
paling: 2
boundary: 2
discernible: 1
sloping: 1
green: 3
pales: 2
laurel: 1
hedge: 1
arriving: 1
gate: 6
amidst: 4
nods: 1
affectionately: 4
pointing: 5
neatness: 2
ostentatious: 1
glory: 1
neat: 1
gratify: 2
sigh: 2
repentance: 1
involuntarily: 2
discern: 2
article: 3
sideboard: 1
fender: 1
stroll: 1
cultivation: 1
pleasures: 6
healthfulness: 1
owned: 3
pointed: 5
fields: 1
direction: 9
trees: 5
clump: 1
bordered: 2
front: 5
building: 3
situated: 4
meadows: 1
encounter: 3
husband’s: 8
built: 3
consistency: 1
throughout: 3
ensuing: 1
include: 2
regularly: 1
neighbour”: 1
deference”: 1
chamber: 1
meditate: 2
guiding: 1
anticipate: 1
quiet: 7
tenour: 1
employments: 4
vexatious: 2
interruptions: 1
landingplace: 1
breathless: 2
agitation: 6
fronted: 2
stopping: 3
pigs: 1
daughter”: 2
“la: 2
small”: 1
doors: 8
wind: 1
appearance”: 1
wife”: 3
doorway: 1
constantly: 2
bowing: 1
letting: 5
‘lady: 2
treasure’: 2
xxix: 1
confess”: 1
arrival”: 1
happened”: 3
acquire: 1
uncommon”: 1
instructing: 1
overpower: 1
separating: 1
toilette: 2
apparel: 1
restthere: 1
simply: 1
preserved”: 1
dressing: 3
objected: 1
formidable: 4
inspire: 1
enumeration: 1
glazing: 1
ascended: 3
maria’s: 2
talents: 3
miraculous: 2
stateliness: 1
witness: 3
trepidation: 1
ornaments: 2
antechamber: 1
seat: 6
senses: 4
edge: 2
chair: 6
stronglymarked: 1
conciliating: 1
inferior: 5
examining: 4
deportment: 1
pale: 4
insignificant: 1
placing: 3
informing: 2
articles: 2
plate: 1
foretold: 1
bottom: 1
carved: 1
ate: 3
echo: 1
soninlaw: 3
bourghthe: 1
dinnertime: 4
indisposed: 2
delivering: 1
controverted: 1
concerns: 6
familiarly: 2
minutely: 3
management: 4
regulated: 1
instructed: 1
cows: 1
poultry: 3
beneath: 5
dictating: 1
older: 1
maiden: 1
sake”: 1
entailing: 1
little”: 3
thensome: 1
sing”: 1
webbs: 1
draw”: 1
spring: 3
masters”: 1
london”: 5
governess: 7
governess”: 1
neglected”: 2
“compared: 1
masters: 1
might”: 2
strenuously: 2
supplying: 1
delightfully: 3
metcalfe’s: 1
finds: 1
pope: 1
treasure: 1
catherine’: 1
‘you: 1
elder: 10
young”: 1
sisterly: 3
word”: 3
age”: 3
dignified: 3
suretherefore: 1
oneandtwenty”: 1
cassino: 1
superlatively: 1
syllable: 5
speakingstating: 1
storing: 1
anecdotes: 1
played: 1
instructions: 3
thankfulness: 1
costing: 1
comfortably: 2
possessing: 1
gig: 1
backwards: 1
sized: 1
arrangement: 8
distinguish: 2
indebted: 8
unfrequently: 1
livings: 1
negligence: 2
joints: 1
meat: 4
magistrate: 1
minutest: 1
cottagers: 1
quarrelsome: 1
sallied: 1
scold: 1
harmony: 1
plenty: 1
counterpart: 1
collinses’: 1
grove: 3
edged: 2
sheltered: 2
designs: 4
destined: 3
lodges: 2
hurried: 10
hastened: 4
nephews: 2
disclaim: 2
doorbell: 2
thirty: 3
courtesied: 1
awakened: 4
betray: 3
confused: 4
pursued: 2
church”: 1
fitzwilliam’s: 5
considerably: 3
easterday: 1
gentlemen’s: 3
travelling: 6
conversed: 1
shared: 5
proficient: 1
proficiency: 1
practise: 1
practises: 2
constantly”: 1
jenkinson’s: 1
nobody’s: 1
house”: 2
illbreeding: 1
performer’s: 1
arch: 1
frighten: 1
stubbornness: 1
rises: 1
intimidate: 1
professing: 1
teach: 5
hertfordshireand: 1
impolitic: 1
toofor: 1
retaliate: 1
smilingly: 2
behaves: 1
strangers”: 4
thenbut: 1
balland: 1
scarce: 1
fact”: 1
“true: 3
fingers: 2
“perhaps”: 1
judged: 3
illqualified: 2
“shall: 3
question”: 1
applying: 3
trouble”: 1
fingers”: 1
women’s: 1
produce: 6
faultbecause: 1
practising: 1
execution”: 1
amiss: 1
practised: 1
fingering: 1
anne’s: 1
performer: 1
symptom: 4
derived: 2
mixing: 1
halffinished: 1
sinking: 3
emergency: 1
recollecting: 5
“perfectly: 1
increasing”: 1
principle”: 1
surprised”: 2
offers”: 1
didand: 1
object”: 1
rejoice: 7
understandingthough: 1
prudential: 1
friends”: 2
fifty: 6
miles”: 1
distance”: 2
match”: 1
far”: 1
varying: 2
unimportant: 1
journeysand: 1
local: 1
longbourn”: 3
newspaper: 1
colder: 1
kent”: 2
conciseand: 1
occasioned: 4
conjectures: 4
sports: 1
billiard: 1
nearness: 1
separately: 1
captivating: 2
softness: 1
choicea: 1
disputable: 1
steadfast: 1
gaze: 1
raising: 3
vanish: 1
counterbalance: 1
xxxiii: 1
ramble: 2
mischance: 1
haunt: 1
penance: 1
rencounter: 1
questionsabout: 1
solitary: 4
imply: 1
reperusing: 1
forcing: 1
park”: 1
farther”: 1
accordingly: 5
saturday”: 2
“yesif: 1
disposal: 2
arranges: 1
feelingly: 1
inured: 1
dependence”: 1
earl: 1
“these: 3
questionsand: 1
hardships: 1
sons: 1
like”: 2
“unless: 1
“our: 1
afford: 7
money”: 2
“meant: 1
coloured: 5
price: 2
pounds”: 2
lasting: 2
sole: 4
divide: 3
guardianship: 3
tractable: 1
creatures: 1
manhe: 1
darcy’s”: 1
yes”: 1
drily“mr: 1
prodigious: 1
“care: 1
hither: 3
conjecture”: 1
thing”: 2
saved: 3
inconveniences: 1
scrape: 1
summer”: 1
interference”: 1
objections: 11
lady”: 2
separate: 6
arts”: 1
swelling: 1
thoughtful: 1
judge”: 1
officious”: 1
but”: 1
condemn: 3
case”: 3
surmise”: 1
lessening: 1
sadly”: 1
jestingly: 1
exist: 1
boundless: 1
measures: 3
mislead: 1
causehis: 1
causeof: 1
ruined: 2
inflicted: 1
objectionall: 1
peculiarities: 1
reach”: 1
wound: 2
partly: 2
governed: 2
tears: 9
exasperate: 2
complaint: 1
revival: 1
past: 9
suffering: 2
characterize: 1
serenity: 3
clouded: 1
conveying: 1
perusal: 4
inflict: 2
keener: 1
sufferings: 2
remembering: 2
intentions: 3
banished: 3
imputing: 1
agitated: 4
repressed: 2
ardently: 2
degradation: 1
obstacles: 2
wounding: 2
deeplyrooted: 1
subsequent: 1
compose: 3
representing: 2
endeavours: 7
conquer: 2
cheeks: 4
obligation: 5
avowed: 3
unequally: 1
cannoti: 1
duration: 1
overcoming: 1
explanation”: 1
leaning: 1
disturbance: 1
visible: 5
struggling: 1
attained: 1
expecting: 5
importance”: 1
inquire”: 1
insulting: 1
provocations: 1
ruining: 1
beloved: 2
sister”: 5
emotion: 5
dividing: 1
instability: 1
involving: 2
acutest: 1
kind”: 2
unmoved: 1
remorse: 1
incredulity: 3
assumed: 1
denying: 1
kinder: 2
disdained: 3
noticing: 1
conciliate: 1
founded: 2
recital: 3
misrepresentation: 1
others”: 2
concerns”: 2
misfortunes: 3
misfortunes”: 2
contemptuously“yes: 1
infliction”: 1
reduced: 4
povertycomparative: 1
poverty: 1
designed: 5
desert: 1
calculation: 1
heavy: 3
perhaps”: 2
honest: 1
confession: 3
accusations: 3
policy: 1
concealed: 6
impelled: 1
unqualified: 1
unalloyed: 1
connectionsto: 1
condition: 2
behaved: 6
mingled: 1
impressing: 1
fullest: 1
arrogance: 1
groundwork: 1
succeeding: 4
immovable: 2
marry”: 1
hastily: 9
painfully: 2
reflected: 3
inspired: 2
shameless: 1
unpardonable: 4
acknowledging: 1
agitating: 1
unequal: 4
xxxv: 1
awoke: 1
meditations: 1
recover: 6
indulge: 5
turnpike: 1
gates: 2
verdure: 1
continuing: 2
glimpse: 2
retreating: 1
stepping: 1
instinctively: 2
plantation: 1
strongest: 1
containing: 3
sheets: 1
pursuing: 3
dated: 2
“be: 1
paining: 1
humbling: 1
formation: 1
“two: 1
magnitude: 1
sisterand: 1
defiance: 3
blasted: 1
wantonly: 1
depravity: 1
growth: 1
severity: 1
liberally: 2
respecting: 3
obeyed: 3
rise: 2
undecided: 1
attentively: 3
scrutiny: 1
participation: 1
misled: 1
acute: 2
observer: 2
investigations: 1
decisions: 1
influenced: 1
repugnance: 1
existing: 2
stated: 2
betrayed: 4
fatherpardon: 1
meit: 1
nearest: 5
conducted: 2
yourselves: 2
preserve: 5
coincidence: 1
detaching: 1
wentand: 1
described: 6
enforced: 1
remonstrance: 1
staggered: 1
ultimately: 1
seconded: 1
hesitated: 3
extinguished: 1
concealment: 2
unknowingly: 1
themwith: 1
weighty: 1
accusation: 1
refute: 1
accused: 2
summon: 1
discharge: 2
supported: 4
cambridge: 1
vicious: 1
propensities: 1
painto: 1
unfolding: 1
advancement: 1
orders: 5
legacy: 1
survive: 3
pecuniary: 2
lieu: 4
therein: 1
accede: 1
dissolved: 1
idleness: 2
dissipation: 1
unprofitable: 1
ordained: 1
questionof: 1
revered: 1
resisting: 1
circumstancesand: 1
reproaches: 1
obtruded: 2
unfold: 1
junior: 1
presided: 1
ramsgate: 2
younge: 4
connivance: 1
aid: 1
retained: 2
stating: 2
grieving: 1
exposure: 1
unquestionably: 1
revenging: 1
narrative: 1
henceforth: 1
previously: 2
detection: 2
revealed: 2
testimony: 2
executors: 1
unavoidably: 1
valueless: 1
bless: 3
“fitzwilliam: 1
contrariety: 1
defined: 2
comprehension: 1
penitent: 1
insolence: 1
wickhamwhen: 1
clearer: 1
overthrow: 1
cherished: 4
himselfher: 1
definition: 1
horror: 5
oppressed: 2
discredit: 2
grossest: 1
falsehood”and: 1
perturbed: 1
collecting: 2
recalled: 2
gross: 3
err: 3
reread: 1
resigning: 1
sum: 5
hesitate: 2
weighed: 2
impartialitydeliberated: 1
statementbut: 1
sides: 5
blameless: 2
profligacy: 1
scrupled: 2
inquiring: 5
trait: 1
benevolence: 2
rescue: 1
predominance: 1
atone: 2
casual: 1
errors: 4
class: 1
vice: 3
years’: 2
befriended: 1
social: 1
mess: 1
pausing: 2
alas: 2
referred: 1
himselffrom: 1
hazarded: 1
corroboration: 1
remembered: 9
impropriety: 5
avoided: 1
discussed: 3
hatefully: 1
mediocrity: 1
moderation: 2
grasp: 1
incautiously: 1
lingering: 1
struggle: 1
fainter: 2
justification: 1
asserted: 1
blamelessness: 1
affairthat: 1
repulsive: 1
acquaintancean: 1
latterly: 1
waysseen: 1
unprincipled: 1
unjustanything: 1
irreligious: 1
immoral: 1
habitsthat: 1
valuedthat: 1
feelingthat: 1
violation: 2
incomprehensible: 2
prejudiced: 1
despicably: 1
acted”: 1
prided: 1
humiliation: 2
wretchedly: 1
courted: 2
prepossession: 1
widely: 4
unsuspicious: 1
fervent: 1
merited: 2
unfelt: 2
soothed: 1
selfattracted: 1
depressed: 2
reconsidering: 1
probabilities: 1
reconciling: 1
repressing: 1
unfit: 2
missing: 1
xxxvii: 1
obeisance: 1
message: 3
importing: 1
dull: 4
behaved”: 1
diminution: 1
rosings’: 1
acutelymore: 1
increases”: 1
accounting: 3
invitation”: 1
return”: 1
dawson: 1
barouchebox: 1
large”: 1
abide: 2
plan”: 1
improper: 2
menservants: 1
discreditable: 1
alone”: 2
manservant: 1
bromley: 1
necessarywhich: 1
studied: 2
unjustly: 2
upbraided: 1
repent: 1
heavier: 1
chagrin: 1
remedy: 2
exert: 2
restrain: 2
giddiness: 1
weakspirited: 1
irritable: 2
affronted: 2
selfwilled: 1
flirt: 4
prevailing: 2
restoring: 1
cleared: 2
implicitness: 1
replete: 1
indecorum: 1
development: 2
packing: 1
urgent: 3
gowns: 2
trunk: 1
afresh: 1
exerted: 2
xxxviii: 1
deemed: 1
indispensably: 1
domestics: 1
unpleasantly”: 1
disagreeably: 1
disadvantages: 2
abiding: 1
sharers: 1
rosings”: 2
sentences: 1
drawn: 8
unfortunatebut: 1
other”: 3
sincerity: 3
firmly: 1
sprang: 1
regretting: 2
trunks: 1
fastened: 1
parcels: 2
commissioning: 1
consternation: 1
“but”: 1
gracious”: 2
drinking: 1
tell”: 1
conceal”: 1
revealing: 1
astonish: 1
conquered: 1
indecision: 1
grieve: 3
xxxix: 1
appointed: 1
inn: 7
token: 1
coachman’s: 1
punctuality: 2
milliner: 1
sentinel: 1
salad: 1
cucumber: 1
welcoming: 1
larder: 1
affords: 1
surprise”: 3
lend: 1
ours: 2
purchases“look: 1
bought: 4
pull: 1
pieces: 1
abused: 2
ugly: 2
uglier: 1
prettiercoloured: 1
satin: 2
trim: 1
signify: 3
wears: 1
encamped: 1
brighton: 22
delicious: 1
have”: 1
campful: 1
soldiers: 1
overset: 1
monthly: 1
waiter: 3
hears: 1
chin: 1
kingthere’s: 1
liverpool: 1
safe”: 2
“safe: 1
straws: 1
freckled: 1
coarseness: 2
harboured: 1
boxes: 1
workbags: 1
kitty’s: 2
purchases: 1
bandbox: 1
snug: 1
flirting: 2
husbands: 3
can’t: 2
chaperon: 1
forster’s: 1
bythebye: 1
harringtons: 1
harriet: 2
chamberlayne: 1
ladyonly: 1
pratt: 2
histories: 1
additions: 2
escaping: 1
undiminished: 1
welfare: 5
doubly: 1
louder: 1
person’s: 2
mary”: 1
blinds: 1
pretended: 2
handsomely: 2
nicest: 1
luncheon: 1
merry: 3
off”: 1
“far: 1
depreciate: 1
congenial: 1
book”: 1
afternoon: 3
regiment’s: 3
answers: 1
vague: 2
equivocal: 1
disheartened: 1
despaired: 3
suppress: 2
lessened: 1
unhappiness: 2
wrong”: 1
“blame: 1
wickham”: 2
stroke: 2
wickedness: 2
existed: 2
race: 1
mankind: 1
collected: 3
vindication: 2
labour: 1
quantity: 1
shifting: 1
extorted: 1
shocked”: 1
“wickham: 3
profusion: 1
saving: 3
feather”: 1
“poor: 1
gentleness: 4
mismanagement: 1
spur: 1
abusive: 2
stumbling: 1
witty”: 1
uncomfortablei: 1
undeserved”: 1
prejudices: 2
“surely: 1
dreadfully: 2
undeceive: 1
hence: 1
reestablish: 1
desperate”: 1
allayed: 1
secrets: 1
lurking: 1
forbade: 1
disclosure: 1
partake: 2
encumbrance: 1
mystery: 1
then”: 4
value”: 1
steadiness: 1
attachments: 1
fervently: 1
remembrance: 3
requisite: 1
injurious: 2
undeserving: 3
manand: 1
more”: 2
collinses: 5
manager: 2
sharp: 2
extravagant: 4
say”: 6
outrun: 1
happens”: 1
lawfully: 1
xli: 1
drooping: 1
apace: 1
hardheartedness: 1
exclaim: 1
woe: 1
grief: 2
broke: 3
brighton”: 2
yesif: 1
seabathing: 1
lamentations: 3
resounding: 1
diverted: 2
anew: 1
months’: 2
rapture: 2
adoration: 1
flew: 2
restless: 1
everyone’s: 1
luckless: 1
repining: 2
fate: 2
accent: 4
lydia”: 7
older”: 1
exciting: 1
deathwarrant: 1
detestable: 1
advising: 1
improprieties: 1
derive: 3
temptations: 2
“lydia: 2
exposed: 2
circumstances”: 1
aware”: 1
arisen: 4
“already: 1
arisen”: 1
squeamish: 1
youths: 1
absurdity: 1
pitiful: 1
fellows: 1
aloof: 2
folly”: 1
injuries: 1
complaining: 1
volatility: 1
mefor: 1
checking: 2
exuberant: 1
teaching: 1
pursuits: 1
ridiculousa: 1
meanest: 1
flirtation: 2
attraction: 2
emptiness: 1
ward: 1
rage: 2
comprehended: 3
leads: 2
uncontrolled: 1
censured: 2
despised: 3
disgrace”: 1
ofor: 1
threevery: 1
prey: 2
degrees: 1
authorizing: 1
lock: 1
content: 1
vexations: 1
unavoidable: 1
augment: 1
substance: 3
volubility: 1
earthly: 1
creative: 1
streets: 1
gay: 2
bathingplace: 1
tens: 1
scores: 1
glories: 1
camp: 3
tents: 1
stretched: 1
beauteous: 1
uniformity: 1
dazzling: 1
tent: 1
realities: 1
consoled: 2
agitations: 1
detect: 1
sameness: 1
renewing: 2
serve: 2
frivolous: 3
reproof: 3
“nearly: 1
weeks”: 3
frequently”: 1
cousin’s”: 1
improves: 2
gayer: 1
aught: 1
essentials”: 1
essentials: 1
was”: 4
apprehensive: 1
gentlest: 1
accents: 2
deter: 1
foul: 1
misconduct: 2
cautiousness: 1
alluding: 1
adopted: 1
operated: 1
forwarding: 1
repress: 1
whence: 3
shed: 1
weep: 1
envy: 3
diffuse: 1
impressive: 1
injunctions: 1
possibleadvice: 1
clamorous: 1
adieus: 2
xlii: 1
conjugal: 2
captivated: 1
illiberal: 1
vanished: 2
overthrown: 3
tastes: 1
enjoyments: 1
contributed: 1
philosopher: 1
overlook: 3
illjudged: 4
talentstalents: 1
rightly: 2
enlarging: 1
abroad: 3
repinings: 1
dulness: 1
regain: 1
disturbers: 1
brain: 2
hardened: 1
wateringplace: 1
commencement: 2
anticipation: 1
discontentedness: 1
fortunate”: 1
carrying: 4
ceaseless: 1
realized: 1
warded: 1
vexation”: 1
parasol: 2
reappear: 1
happier: 3
querulous: 1
tearsan: 1
war: 1
quartered: 3
curtailed: 1
july: 1
substitute: 1
contracted: 3
northward: 2
celebrated: 2
matlock: 2
chatsworth: 1
dovedale: 2
peak: 1
satisfiedand: 1
surely”: 1
impunity: 1
rob: 2
petrified: 1
spars: 1
doubled: 1
wayteaching: 1
loving: 2
certainthat: 1
inconveniencescheerfulness: 1
enhance: 1
pleasureand: 1
disappointments: 1
route: 3
layoxford: 1
blenheim: 1
warwick: 1
kenilworth: 1
birmingham: 1
lambton: 9
willingness: 3
much”: 7
carpets: 1
curtains: 1
richly: 1
furnished”: 1
finest: 2
woods: 7
acquiesce: 1
resource: 1
unfavourably: 1
chambermaid: 2
alarms: 1
revived: 3
xliii: 1
perturbation: 2
flutter: 3
lowest: 1
wood: 4
stretching: 1
top: 1
eminence: 1
valley: 4
abruptness: 2
stone: 2
backed: 1
ridge: 1
woody: 2
hills: 3
stream: 4
swelled: 1
artificial: 1
banks: 2
falsely: 1
descended: 3
bridge: 3
elderly: 1
wellproportioned: 1
surveying: 1
crowned: 1
river: 6
scattered: 2
winding: 1
trace: 4
positions: 1
lofty: 1
gaudy: 1
uselessly: 1
finewith: 1
splendour: 1
recollectionit: 1
reynolds: 9
miniatures: 3
master’s: 3
army”: 1
masterand: 1
otherabout: 1
ago”: 2
reynolds’: 1
intimation: 1
ma’am”: 1
brother”: 4
yesthe: 1
plays: 1
sings: 1
hera: 1
communicativeness: 1
year”: 2
“except”: 1
goes: 1
ramsgate”: 1
old”: 1
goodtempered: 1
master”: 2
generoushearted: 1
himjust: 1
affable: 1
pictures: 1
dimensions: 1
